	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d	QA1_T3_Barefoot6.c3d
50	15.880824	4.815313	-12.395212	-21.328573	-6.837540	-2.315459	7.927893	10.455019	26.887007	28.590298	-1.499424	-5.778143	46.737694	-9.265934	354.799103	0.615476	-0.011250	-0.011003	1.026406	0.212653	-0.029396	-0.517824	0.216963	-0.011293	-0.827770	-0.375754	-0.133161	-0.508680	-0.057004	-0.016151	0.444303	-0.125306	0.062767	0.677533	-0.109740	-0.006622	0.979431	0.298573	0.044537	-0.228581	0.093021	-0.057903	-0.789336	-0.174267	-0.119021	-0.820411	0.026402	-0.006783	0.414259	0.056051	0.052567	18.919357	0.172418	-13.128709	18.345387	4.014296	-11.448540	15.869820	7.318530	-12.866074	-19.729965	9.143812	-9.828548	4.052291	11.370049	19.224895	23.542513	-1.702148	-6.507051	46.039333	14.534181	346.337341	5.570219	-4.120159	5.515611	8.678095	4.050590	-9.469809
51	15.475238	4.828858	-12.171893	-23.011103	-6.784392	-2.138249	7.627860	10.121593	26.878689	29.251392	-1.215555	-5.745475	47.789532	-11.184669	330.992737	0.793445	-0.023916	-0.015895	0.969285	0.194568	-0.038746	-0.365932	0.227002	0.034490	-0.803308	-0.359556	-0.122416	-0.543949	-0.073230	-0.009614	0.421452	-0.144305	0.060107	0.861178	-0.122406	-0.004520	0.913574	0.274906	0.033791	-0.073938	0.112405	-0.013770	-0.769951	-0.174103	-0.111613	-0.825645	0.012130	-0.001081	0.410841	0.023960	0.050899	19.123499	0.018672	-13.144258	18.582092	3.820298	-11.705153	15.424242	7.080234	-12.882073	-21.681595	8.888201	-9.826366	3.906283	11.059152	19.417952	24.631702	-1.441847	-6.421711	44.844208	16.870802	319.377228	5.129918	-3.656177	5.261849	8.119076	4.651151	-9.390346
52	14.941462	4.804076	-11.924376	-24.886766	-6.665670	-1.942814	7.466729	9.726091	26.669331	30.008474	-0.926803	-5.661525	47.790398	-12.915974	302.232941	0.950286	-0.034646	-0.019844	0.897739	0.173656	-0.046673	-0.189969	0.239760	0.071358	-0.762567	-0.337057	-0.109670	-0.583190	-0.087753	-0.007083	0.389060	-0.157761	0.056282	1.013119	-0.125545	-0.002191	0.842463	0.249600	0.022644	0.093746	0.130293	0.026097	-0.757299	-0.170605	-0.105166	-0.842165	-0.002659	-0.001842	0.404182	-0.005325	0.048497	19.401100	-0.188567	-13.016625	18.932995	3.543283	-11.881681	14.835991	6.808641	-12.877891	-23.795403	8.601032	-9.885661	3.912661	10.672110	19.410072	25.747023	-1.188409	-6.302929	42.734058	18.731813	291.032776	4.609246	-3.176712	5.086130	7.439217	5.238925	-9.222722
53	14.269440	4.736581	-11.663577	-26.972157	-6.473859	-1.765490	7.457504	9.252810	26.263851	30.896603	-0.616997	-5.562037	45.608112	-14.175230	268.446136	1.069122	-0.040416	-0.021996	0.811421	0.149666	-0.051766	-0.015716	0.250400	0.097094	-0.718843	-0.304089	-0.095881	-0.621039	-0.098499	-0.008898	0.352226	-0.165057	0.052622	1.119578	-0.118613	-0.000407	0.760860	0.221468	0.016230	0.273350	0.155392	0.059361	-0.764053	-0.171896	-0.095571	-0.880969	-0.015964	-0.009830	0.398684	-0.035009	0.052772	19.737829	-0.467943	-12.733834	19.378439	3.168743	-11.948536	14.099015	6.519491	-12.842498	-26.077847	8.297234	-10.041313	4.080934	10.201783	19.202494	26.918009	-0.930019	-6.227783	39.286629	20.528776	260.798096	4.032795	-2.679007	4.998967	6.668837	5.813179	-8.969519
54	13.450740	4.631079	-11.398145	-29.279566	-6.213048	-1.650251	7.603322	8.682682	25.672586	31.947062	-0.267419	-5.488139	39.141529	-16.096855	233.968536	1.128155	-0.039337	-0.022995	0.709583	0.123370	-0.054529	0.161294	0.266719	0.112868	-0.743271	-0.275336	-0.082792	-0.717097	-0.114389	-0.017703	0.344582	-0.183106	0.059579	1.152111	-0.102280	0.001529	0.659401	0.189442	0.016538	0.521621	0.149546	0.095133	-0.868987	-0.140076	-0.092374	-1.047775	-0.023313	-0.028185	0.438084	-0.059983	0.064146	20.110943	-0.836194	-12.290229	19.888224	2.685802	-11.875326	13.206965	6.231380	-12.758774	-28.534456	7.997911	-10.325315	4.415858	9.632146	18.788475	28.176298	-0.648114	-6.264227	30.481924	20.958967	229.760651	3.428763	-2.159393	5.009352	5.840221	6.377127	-8.633040
55	12.480395	4.503480	-11.130386	-31.813698	-5.903998	-1.644182	7.898221	7.997666	24.907669	33.182163	0.137788	-5.477362	32.167484	-16.495449	198.173843	1.114364	-0.031897	-0.023433	0.596773	0.096722	-0.054112	0.341599	0.263549	0.119170	-0.756062	-0.231893	-0.069967	-0.817697	-0.118344	-0.030159	0.336738	-0.187206	0.062132	1.113524	-0.082564	0.002606	0.549789	0.160128	0.010463	0.642147	0.125135	0.123673	-0.775311	-0.099837	-0.083651	-1.008105	-0.014731	-0.034347	0.385732	-0.048226	0.046753	20.494787	-1.304675	-11.692652	20.426430	2.091542	-11.640451	12.155476	5.963881	-12.606293	-31.166073	7.731342	-10.764477	4.914131	8.942572	18.150011	29.549442	-0.326289	-6.453918	30.080667	18.037359	191.933533	2.824608	-1.613716	5.123181	4.984056	6.937449	-8.215435
56	11.357491	4.379610	-10.853704	-34.568787	-5.584584	-1.789995	8.330933	7.186363	23.978775	34.610088	0.603228	-5.553292	28.211058	-15.422403	159.723495	1.022808	-0.021642	-0.024397	0.477159	0.073100	-0.051575	0.456075	0.246836	0.117738	-0.684023	-0.188057	-0.057963	-0.806431	-0.103484	-0.036202	0.292373	-0.169276	0.053032	1.038951	-0.061257	0.001465	0.451206	0.130423	0.003314	0.424211	0.105001	0.121317	-0.406444	-0.073328	-0.061440	-0.562052	-0.000168	-0.007050	0.195990	-0.001829	0.006422	20.868761	-1.876030	-10.964726	20.959417	1.394374	-11.242067	10.943295	5.732366	-12.368472	-33.965950	7.531668	-11.378268	5.560990	8.119047	17.268213	31.053432	0.040124	-6.806162	40.836346	12.272397	146.608643	2.242407	-1.038320	5.341298	4.125289	7.503322	-7.720473
57	10.083676	4.285031	-10.554477	-37.527122	-5.300654	-2.117545	8.888909	6.249207	22.890808	36.222424	1.115140	-5.717379	31.352591	-13.702669	117.702881	0.891333	-0.011756	-0.025213	0.370023	0.052134	-0.046295	0.391836	0.255978	0.103761	-0.436222	-0.175782	-0.043684	-0.489352	-0.070274	-0.027557	0.157299	-0.127364	0.032091	0.883142	-0.039576	0.003056	0.343225	0.096630	0.005239	0.584439	0.077215	0.141114	-0.485516	-0.048937	-0.057587	-0.656337	-0.001169	-0.015927	0.212755	-0.013258	0.013194	21.222801	-2.541904	-10.146617	21.463417	0.615080	-10.704695	9.571246	5.541869	-12.045017	-36.918724	7.434741	-12.178123	6.331215	7.164510	16.136314	32.686867	0.438401	-7.296885	31.097055	10.713188	115.719788	1.695903	-0.431001	5.657868	3.281769	8.084832	-7.155818
58	8.664953	4.236940	-10.220435	-40.657864	-5.097971	-2.638474	9.559438	5.201065	21.644558	37.995193	1.638349	-5.946111	20.122177	-11.811889	88.659294	0.684160	-0.004134	-0.026199	0.258002	0.032096	-0.041699	0.554481	0.183727	0.100921	-0.507704	-0.117898	-0.037336	-0.602323	-0.055058	-0.030052	0.179481	-0.120221	0.032976	0.669985	-0.022046	0.005343	0.238600	0.065092	0.007964	0.785192	0.054616	0.142736	-0.587321	-0.033298	-0.049070	-0.787934	0.000976	-0.029309	0.240661	-0.026336	0.023183	21.557999	-3.283313	-9.289518	21.927235	-0.215772	-10.076019	8.051406	5.389817	-11.661827	-39.994736	7.475627	-13.166791	7.192472	6.102342	14.765227	34.432835	0.836022	-7.872670	19.619238	9.502994	88.326180	1.189106	0.208266	6.059514	2.464672	8.691029	-6.535295
59	7.122270	4.244980	-9.850198	-43.911339	-5.019191	-3.345723	10.329991	4.070515	20.237001	39.896366	2.116758	-6.194791	9.124414	-9.485991	63.699436	0.443219	-0.000179	-0.023663	0.156548	0.015089	-0.033808	0.744671	0.101159	0.078060	-0.576247	-0.064199	-0.025687	-0.716689	-0.034781	-0.027831	0.200930	-0.108000	0.034173	0.423777	-0.009681	0.004474	0.142932	0.037302	0.006632	0.800216	0.036724	0.123648	-0.557587	-0.022378	-0.037355	-0.682635	0.004369	-0.024122	0.200545	-0.024796	0.020558	21.882360	-4.073754	-8.446465	22.348961	-1.062946	-9.413725	6.417886	5.271821	-11.264222	-43.140163	7.681965	-14.334486	8.111083	4.973611	13.179890	36.264004	1.182329	-8.466404	12.133464	7.222511	58.200645	0.717730	0.876671	6.525672	1.680833	9.328026	-5.880064
60	5.503395	4.316829	-9.456337	-47.209496	-5.101454	-4.217165	11.188550	2.896950	18.662218	41.891994	2.478590	-6.409993	1.872776	-7.424241	40.393631	0.216921	0.000435	-0.019359	0.074802	0.003257	-0.026305	0.834835	0.049953	0.045846	-0.564973	-0.032670	-0.013529	-0.660569	-0.014392	-0.018175	0.178436	-0.088696	0.031110	0.212495	-0.002986	0.002798	0.071170	0.018145	0.004643	0.786233	0.031983	0.094744	-0.520019	-0.021727	-0.026061	-0.559933	0.008120	-0.016166	0.161801	-0.022979	0.018292	22.204529	-4.882661	-7.662742	22.730719	-1.892434	-8.769681	4.731948	5.188114	-10.896802	-46.268562	8.069232	-15.654277	9.058599	3.828506	11.411054	38.145115	1.418411	-9.017285	6.432407	5.376046	35.272671	0.272766	1.568046	7.030012	0.934917	9.997561	-5.217640
61	3.886302	4.460066	-9.061249	-50.439198	-5.371195	-5.221016	12.123824	1.726402	16.915724	43.944878	2.649870	-6.545896	-2.733934	-6.057924	23.806961	0.050335	-0.001090	-0.014914	0.017954	-0.003883	-0.020826	0.901984	0.031293	0.002438	-0.542054	-0.023311	-0.000659	-0.577726	0.002456	-0.005280	0.153558	-0.074813	0.031022	-0.050407	0.000320	0.001007	-0.017723	-0.004294	0.002001	0.579820	-0.045839	0.077894	-0.367146	0.035422	-0.020002	-0.150383	-0.002517	0.001624	0.043689	0.004894	-0.002979	22.529179	-5.677646	-6.969330	23.074907	-2.675204	-8.178134	3.080347	5.141979	-10.587008	-49.260944	8.633826	-17.080313	10.017321	2.717818	9.489249	40.036404	1.491558	-9.482952	0.000000	0.000000	0.000000	-0.155284	2.272884	7.543648	0.230356	10.696006	-4.578773
62	2.373788	4.676644	-8.694345	-53.454773	-5.835205	-6.324021	13.127599	0.605238	15.000442	46.012089	2.572950	-6.574130	0.247594	0.417614	-1.513283	-0.054771	-0.001258	0.001142	-0.021611	-0.002915	0.001630	0.542880	-0.079050	0.007642	-0.292497	0.071259	-0.001968	-0.040466	-0.000287	-0.000062	0.010912	0.005032	-0.003666	-0.045302	-0.000111	0.000960	-0.018337	-0.004430	0.002313	0.614371	-0.011858	0.035097	-0.370964	0.012251	-0.008616	-0.169855	0.000815	-0.000737	0.050497	-0.001416	0.003566	22.855991	-6.427193	-6.380512	23.383045	-3.388171	-7.651030	1.567765	5.137241	-10.338686	-51.978542	9.346445	-18.549446	10.982941	1.687393	7.445151	41.900623	1.365171	-9.842405	0.089097	0.085349	0.524174	-0.572781	2.978321	8.039041	-0.430702	11.413569	-3.992820
63	1.079051	4.951982	-8.391653	-56.095112	-6.467869	-7.500706	14.196760	-0.426027	12.931244	48.046898	2.219702	-6.485265	-0.095791	-0.161570	0.585470	-0.041627	-0.001905	-0.000692	-0.020721	-0.003706	-0.001184	0.665227	-0.022939	-0.043165	-0.327974	0.032213	0.010318	-0.117055	0.003914	0.006683	0.032109	-0.011580	0.009137	-0.043135	-0.000433	0.000991	-0.021551	-0.005224	0.002661	0.640245	-0.000332	-0.015573	-0.364390	-0.000087	0.003747	-0.165224	0.004421	0.003027	0.051167	-0.005201	0.009201	23.180824	-7.103996	-5.895531	23.655949	-4.014342	-7.180758	0.300559	5.172961	-10.131286	-54.287102	10.146467	-19.982168	11.963052	0.773744	5.314484	43.708767	1.022811	-10.090993	-0.034470	-0.033020	-0.202796	-0.981649	3.668732	8.493021	-1.046845	12.134337	-3.483496
64	0.103657	5.254625	-8.192350	-58.212997	-7.208194	-8.739291	15.332934	-1.336026	10.740634	50.003918	1.594032	-6.290223	0.025994	0.043844	-0.158874	-0.032489	-0.002273	-0.000219	-0.022895	-0.004166	-0.001201	0.744267	-0.004571	-0.096435	-0.333894	0.009556	0.022352	-0.130230	0.009619	0.023588	0.037851	-0.017043	0.017589	-0.028910	-0.000688	0.001322	-0.021789	-0.005241	0.003175	0.677366	0.002557	-0.068868	-0.359935	-0.006816	0.016725	-0.166378	0.007819	0.010925	0.053958	-0.008400	0.015173	23.497643	-7.687815	-5.503102	23.894421	-4.542873	-6.748972	-0.637704	5.237966	-9.923822	-56.087925	10.947298	-21.283281	12.973627	0.000948	3.144772	45.442425	0.471513	-10.231274	0.009354	0.008960	0.055031	-1.379623	4.326548	8.888468	-1.616457	12.837355	-3.067008
65	-0.486975	5.549852	-8.129539	-59.705139	-7.974017	-10.038924	16.540188	-2.103286	8.484898	51.843597	0.728256	-6.021190	-0.005648	-0.009526	0.034521	-0.016450	-0.002334	0.000025	-0.023092	-0.004570	-0.001922	0.849864	0.000759	-0.152862	-0.352024	-0.014598	0.035700	-0.168407	0.016452	0.047062	0.052444	-0.024498	0.027872	-0.014589	-0.000729	0.001941	-0.021989	-0.005219	0.003601	0.715798	0.000149	-0.115939	-0.352281	-0.006464	0.029416	-0.157535	0.009546	0.022192	0.053916	-0.009894	0.020141	23.799322	-8.166720	-5.187482	24.099655	-4.968120	-6.336981	-1.207678	5.312433	-9.667224	-57.340340	11.653507	-22.346920	14.033932	-0.618972	0.999975	47.091805	-0.259591	-10.263758	-0.002032	-0.001947	-0.011957	-1.761379	4.933967	9.215040	-2.136589	13.498796	-2.752059
66	-0.681244	5.815401	-8.218534	-60.528984	-8.687313	-11.397458	17.822344	-2.716768	6.248985	53.532513	-0.316670	-5.727602	0.000951	0.001604	-0.005811	-0.001282	-0.002107	0.000602	-0.022737	-0.004681	-0.002031	0.953343	-0.009278	-0.198814	-0.368024	-0.032381	0.048906	-0.196730	0.022123	0.070056	0.067415	-0.028394	0.036734	-0.000776	-0.000690	0.002625	-0.021244	-0.004971	0.003756	0.754775	-0.001147	-0.148103	-0.342869	-0.004504	0.041102	-0.146189	0.009928	0.035325	0.052861	-0.011043	0.024763	24.077177	-8.536666	-4.934293	24.273577	-5.288043	-5.933744	-1.420318	5.382395	-9.324832	-58.061314	12.187346	-23.071198	15.163451	-1.081501	-1.040659	48.652699	-1.127430	-10.180453	0.000342	0.000328	0.002013	-2.119672	5.474596	9.468225	-2.602515	14.094384	-2.541317
67	-0.520255	6.046739	-8.447482	-60.701508	-9.292887	-12.793653	19.180588	-3.174865	4.142952	55.045559	-1.451347	-5.463855	-0.000093	-0.000156	0.000565	0.010817	-0.001775	0.000891	-0.021591	-0.004522	-0.001742	1.045556	-0.023585	-0.221097	-0.381696	-0.044440	0.060802	-0.212087	0.024663	0.083917	0.081751	-0.029182	0.043639	0.009468	-0.000662	0.002847	-0.019980	-0.004682	0.003473	0.792097	-0.001956	-0.157898	-0.331638	-0.004016	0.051074	-0.133440	0.009024	0.049335	0.050896	-0.012513	0.029264	24.320591	-8.798979	-4.733827	24.418821	-5.502780	-5.538886	-1.325249	5.448995	-8.895040	-58.305363	12.508080	-23.381084	16.381681	-1.385019	-2.886860	50.125385	-2.078078	-9.964217	-0.000033	-0.000032	-0.000196	-2.446489	5.934663	9.646468	-3.007970	14.602136	-2.432979
68	-0.078589	6.249249	-8.778246	-60.286274	-9.760337	-14.176344	20.612177	-3.481945	2.288660	56.372581	-2.564871	-5.273866	-0.000010	-0.000017	0.000061	0.018240	-0.001434	0.000697	-0.019896	-0.004163	-0.001079	1.105114	-0.033733	-0.210094	-0.387356	-0.050117	0.070065	-0.207220	0.022976	0.082842	0.091571	-0.026996	0.047767	0.015622	-0.000635	0.002250	-0.018372	-0.004439	0.002737	0.825629	-0.003997	-0.141084	-0.319053	-0.006197	0.058515	-0.120685	0.006120	0.062093	0.048283	-0.014485	0.033496	24.518122	-8.956483	-4.580798	24.538645	-5.613792	-5.160982	-0.990514	5.518550	-8.423647	-58.142017	12.608173	-23.248302	17.707170	-1.529664	-4.442945	51.514168	-3.043738	-9.593658	-0.000004	-0.000003	-0.000021	-2.734291	6.303980	9.748768	-3.345592	15.004508	-2.422372
69	0.557169	6.421741	-9.157897	-59.379673	-10.070063	-15.466886	22.111099	-3.645847	0.801904	57.522896	-3.540605	-5.179581	0.000008	0.000013	-0.000048	0.021218	-0.001046	0.000123	-0.017868	-0.003697	-0.000181	1.115296	-0.034766	-0.165211	-0.380494	-0.049751	0.075638	-0.184873	0.017743	0.066543	0.094488	-0.022832	0.048754	0.018356	-0.000556	0.001099	-0.016674	-0.004288	0.001666	0.848631	-0.008038	-0.099661	-0.304073	-0.011194	0.062564	-0.108139	0.000306	0.070680	0.045063	-0.016814	0.037109	24.660379	-9.011938	-4.471864	24.636589	-5.623635	-4.812372	-0.482639	5.589330	-7.994308	-57.639439	12.497056	-22.697630	19.152439	-1.518939	-5.620443	52.825588	-3.946711	-9.051580	0.000003	0.000003	0.000017	-2.976596	6.576720	9.773639	-3.607609	15.290132	-2.503253
70	1.303464	6.547270	-9.529668	-58.095234	-10.201358	-16.569757	23.671614	-3.677052	-0.222434	58.521141	-4.275496	-5.179807	-0.000003	-0.000004	0.000016	0.021048	-0.000599	-0.000491	-0.015836	-0.003197	0.000795	1.076957	-0.026833	-0.096168	-0.360765	-0.044360	0.077141	-0.152859	0.011034	0.040208	0.090210	-0.017851	0.046670	0.018857	-0.000411	0.000141	-0.015072	-0.004215	0.000422	0.854847	-0.013578	-0.043190	-0.285729	-0.019396	0.062295	-0.095850	-0.008664	0.072350	0.041439	-0.019269	0.039792	24.743580	-8.970426	-4.403310	24.716745	-5.536162	-4.502872	0.144827	5.651518	-7.703358	-56.852211	12.192920	-21.800779	20.722200	-1.361554	-6.352517	54.065880	-4.708665	-8.336153	-0.000001	-0.000001	-0.000006	-3.168452	6.751749	9.719131	-3.786858	15.454642	-2.668370
71	2.089860	6.607336	-9.842612	-56.540455	-10.142834	-17.389608	25.292061	-3.589976	-0.719590	59.393982	-4.692905	-5.255429	0.000001	0.000001	-0.000004	0.019277	-0.000178	-0.000795	-0.014078	-0.002728	0.001657	1.005793	-0.014670	-0.019029	-0.331729	-0.036841	0.074599	-0.118632	0.005032	0.011833	0.080492	-0.013182	0.042311	0.018103	-0.000213	0.000103	-0.013653	-0.004181	-0.000817	0.838788	-0.018286	0.012182	-0.263141	-0.030676	0.056936	-0.083045	-0.019777	0.065384	0.037440	-0.021461	0.041158	24.772467	-8.843201	-4.368740	24.783640	-5.357180	-4.234277	0.853116	5.692723	-7.634717	-55.815502	11.721004	-20.663969	22.414444	-1.071506	-6.606058	55.237076	-5.261154	-7.470341	0.000000	0.000000	0.000001	-3.306163	6.832547	9.583547	-3.876932	15.500789	-2.909950
72	2.864721	6.596104	-10.061057	-54.796860	-9.903894	-17.852129	26.973763	-3.403976	-0.664522	60.157799	-4.747390	-5.376392	-0.000000	-0.000000	0.000001	0.016949	0.000145	-0.000671	-0.012669	-0.002338	0.002228	0.916386	-0.002858	0.048504	-0.297255	-0.029602	0.068443	-0.086215	0.000793	-0.012013	0.067686	-0.009509	0.036659	0.016757	0.000015	0.001218	-0.012466	-0.004138	-0.001865	0.809914	-0.018259	0.048836	-0.239971	-0.043681	0.046631	-0.070791	-0.030718	0.050283	0.033908	-0.022951	0.040960	24.758553	-8.646873	-4.354679	24.840904	-5.095827	-3.997381	1.612451	5.700315	-7.845973	-54.547394	11.112612	-19.411943	24.221312	-0.668990	-6.389549	56.332104	-5.554117	-6.499897	-0.000000	-0.000000	-0.000000	-3.386497	6.826777	9.367739	-3.873412	15.437367	-3.219240
73	3.594375	6.520474	-10.172141	-52.914738	-9.512366	-17.920811	28.715534	-3.145452	-0.077476	60.812950	-4.423657	-5.507836	0.000000	0.000000	-0.000000	0.014608	0.000356	-0.000301	-0.011594	-0.002054	0.002403	0.818445	0.006606	0.092678	-0.260733	-0.023986	0.059386	-0.057639	-0.001800	-0.027953	0.053981	-0.007046	0.030595	0.015253	0.000235	0.003006	-0.011519	-0.004057	-0.002573	0.776503	-0.010231	0.056853	-0.218830	-0.055592	0.032824	-0.060036	-0.038480	0.029812	0.031549	-0.023491	0.039210	24.714760	-8.399666	-4.337121	24.889778	-4.765688	-3.772072	2.398359	5.663866	-8.354278	-53.054787	10.403652	-18.169281	26.129648	-0.183411	-5.752978	57.335289	-5.560623	-5.491106	0.000000	0.000000	0.000000	-3.406141	6.745539	9.077393	-3.773926	15.277525	-3.586271
74	4.261446	6.396302	-10.189823	-50.916821	-9.007164	-17.606712	30.510775	-2.849411	0.979214	61.345966	-3.735149	-5.616738	-0.000000	-0.000000	0.000000	0.012503	0.000471	0.000002	-0.010806	-0.001875	0.002152	0.719507	0.013970	0.107609	-0.225218	-0.020304	0.048270	-0.034158	-0.003456	-0.035559	0.041011	-0.005695	0.024750	0.013882	0.000392	0.004507	-0.010811	-0.003933	-0.002854	0.737566	0.005201	0.038598	-0.199345	-0.063666	0.017449	-0.050683	-0.040389	0.008149	0.030588	-0.022924	0.035978	24.651747	-8.119282	-4.283345	24.928644	-4.383234	-3.529490	3.191001	5.579931	-9.126287	-51.339352	9.630087	-17.042305	28.122129	0.346607	-4.780219	58.226841	-5.282055	-4.529333	-0.000000	-0.000000	-0.000000	-3.361367	6.602029	8.723153	-3.578686	15.036693	-3.999451
75	4.862215	6.245554	-10.155075	-48.805698	-8.432794	-16.970613	32.347088	-2.558073	2.409657	61.734573	-2.723108	-5.678219	-0.000000	-0.000000	0.000000	0.010719	0.000502	0.000054	-0.010264	-0.001786	0.001538	0.624899	0.019935	0.095724	-0.192902	-0.018019	0.035934	-0.016421	-0.004813	-0.036094	0.029682	-0.005137	0.019387	0.012733	0.000450	0.004918	-0.010294	-0.003766	-0.002717	0.685956	0.022972	0.005702	-0.179743	-0.066266	0.002319	-0.040855	-0.035433	-0.010068	0.030180	-0.021218	0.031300	24.576406	-7.822199	-4.157614	24.953470	-3.965221	-3.236128	3.974770	5.456954	-10.079020	-49.403095	8.823523	-16.105658	30.178602	0.878146	-3.578334	58.987278	-4.753462	-3.714116	-0.000000	-0.000000	-0.000000	-3.248214	6.410006	8.319476	-3.290056	14.730753	-4.445961
76	5.401254	6.092151	-10.130466	-46.572552	-7.835668	-16.116341	34.207001	-2.315833	4.094391	61.952286	-1.452974	-5.679929	0.000000	0.000000	-0.000000	0.009203	0.000458	-0.000035	-0.009909	-0.001762	0.000691	0.538928	0.023250	0.066730	-0.165263	-0.015605	0.023501	-0.004486	-0.005984	-0.031163	0.020349	-0.004934	0.014408	0.011802	0.000413	0.004102	-0.009934	-0.003574	-0.002243	0.617542	0.036588	-0.027037	-0.159277	-0.063161	-0.010957	-0.029317	-0.025358	-0.021129	0.029435	-0.018535	0.025513	24.491302	-7.522199	-3.927640	24.958017	-3.526653	-2.859434	4.736336	5.312188	-11.098708	-47.251610	8.008896	-15.396544	32.273170	1.369501	-2.264511	59.594547	-4.037939	-3.141858	0.000000	0.000000	0.000000	-3.062376	6.182464	7.883258	-2.912488	14.374159	-4.911775
77	5.885274	5.956358	-10.189469	-44.205750	-7.259554	-15.176207	36.069191	-2.163201	5.901410	61.971905	-0.008372	-5.623817	-0.000000	-0.000000	0.000000	0.007862	0.000353	0.000065	-0.009706	-0.001797	-0.000245	0.464178	0.020892	0.033513	-0.142928	-0.011646	0.012156	0.002145	-0.006676	-0.022458	0.012924	-0.004764	0.009662	0.010993	0.000317	0.002562	-0.009679	-0.003374	-0.001554	0.537752	0.041653	-0.047562	-0.139316	-0.054983	-0.021034	-0.016451	-0.013775	-0.023869	0.028246	-0.015169	0.019229	24.395222	-7.229322	-3.570088	24.934940	-3.079522	-2.373208	5.463607	5.166889	-12.068435	-44.893127	7.205872	-14.917766	34.371696	1.781819	-0.953913	60.018810	-3.214371	-2.882256	-0.000000	-0.000000	-0.000000	-2.799823	5.930522	7.432614	-2.451822	13.979249	-5.382268
78	6.318191	5.847444	-10.400126	-41.696911	-6.737630	-14.292623	37.909187	-2.131579	7.695240	61.767773	1.514854	-5.527234	0.000000	0.000000	-0.000000	0.006592	0.000219	0.000637	-0.009633	-0.001891	-0.001113	0.402404	0.010136	0.007652	-0.126128	-0.005113	0.003134	0.004316	-0.006484	-0.011804	0.007177	-0.004403	0.005039	0.010103	0.000221	0.001024	-0.009425	-0.003167	-0.000776	0.455165	0.038208	-0.051938	-0.121513	-0.044018	-0.027778	-0.002874	-0.004265	-0.020126	0.026473	-0.011564	0.013224	24.284294	-6.949390	-3.074190	24.877300	-2.632269	-1.761884	6.145144	5.039566	-12.891128	-42.338512	6.427588	-14.645843	36.431183	2.078665	0.250455	60.221199	-2.365759	-2.961705	0.000000	0.000000	0.000000	-2.457031	5.662446	6.986058	-1.915045	13.555805	-5.842409
